Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster,PCA1,PCA2
1853,120,RL,42.0,4235.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5.0,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,552.0,ALQ,393.0,104.0,1049.0,GasA,TA,Y,SBrkr,1049,0,0,1049.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,0.0,Gd,Attchd,1984.0,Fin,1.0,266.0,TA,TA,Y,0,105,0,0,0,0,Ex,MnPrv,Shed,0,2,2009,WD,Normal,1,-1.438038646688744,-1.2871059646143712
1854,80,RL,74.0,10778.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6.0,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,460.0,ALQ,286.0,308.0,1054.0,GasA,Gd,Y,SBrkr,1061,0,0,1061.0,1.0,0.0,1.0,1,1.0,1,Gd,4,Typ,0.0,Gd,Attchd,1990.0,Unf,2.0,462.0,TA,TA,Y,114,36,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,WD,Normal,1,-0.6244243771055322,-1.55074369468385
1855,80,RL,66.0,17707.25,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5.0,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Gd,TA,CBlock,Gd,TA,Av,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,Gd,Y,SBrkr,1338,0,0,1338.0,0.0,0.0,1.0,1,2.0,1,Gd,5,Min2,1.0,Po,Attchd,1983.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,600,9,2009,WD,Normal,1,-0.14962133273219078,-0.22180823108135891
1856,60,RL,85.0,10560.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5.0,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,Ex,Y,SBrkr,1079,800,0,1879.0,1.0,0.0,2.0,1,3.0,1,Gd,8,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,473.0,TA,TA,Y,400,100,144,0,0,0,Ex,MnPrv,Shed,0,8,2009,WD,Normal,0,1.6676672057531403,0.476361324100678
1857,70,RL,120.0,17707.25,Pave,Grvl,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7.0,1881,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,4.0,GasA,Ex,Y,SBrkr,1288,728,0,2016.0,0.0,0.0,1.0,0,4.0,1,TA,7,Mod,1.0,TA,Attchd,1900.0,Unf,2.0,576.0,TA,TA,P,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Normal,1,-1.2198464826121571,3.6514573981034273
1858,90,RL,64.0,7018.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5.0,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,4.0,GasA,TA,Y,SBrkr,1114,1114,0,2228.0,0.0,0.0,2.0,0,4.5,2,TA,8,Typ,0.0,Gd,Detchd,1979.0,Unf,2.0,720.0,TA,TA,Y,73,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Alloca,0,0.7574294901518521,1.0996159036811117
1859,90,RL,64.0,7018.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5.0,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,4.0,GasA,TA,Y,SBrkr,1535,0,0,1535.0,0.0,0.0,2.0,0,4.0,2,TA,8,Typ,0.0,Gd,Attchd,1979.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdPrv,Shed,0,6,2009,WD,Alloca,1,-0.3629434538613072,0.7021566522414419
1860,90,RL,64.0,7040.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5.0,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1094.0,Unf,0.0,0.0,1094.0,GasA,TA,Y,SBrkr,1229,0,0,1229.0,2.0,0.0,0.0,2,2.0,2,Gd,6,Typ,2.0,TA,Detchd,1979.0,Unf,2.0,672.0,TA,TA,Y,120,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Alloca,1,-0.9553563187955565,-1.2198867753949905
1861,90,RL,64.0,7007.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5.0,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,Slab,TA,TA,No,GLQ,0.0,Unf,0.0,0.0,4.0,GasA,TA,Y,SBrkr,1513,0,0,1513.0,0.0,0.0,2.0,0,4.0,2,TA,8,Typ,0.0,Gd,Attchd,1979.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Alloca,1,-0.38117504313738704,0.6817588752659296
1862,90,RL,67.0,11855.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5.0,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,Y,SBrkr,1168,1619,0,2626.25,2.0,0.0,3.5,2,4.5,2,TA,8,Typ,2.0,TA,BuiltIn,2000.0,Fin,3.5,820.0,TA,TA,Y,312,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2009,WD,Normal,0,4.756070195700492,0.8638910607498612
1863,90,RL,67.0,7939.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5.0,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,Y,SBrkr,1168,1619,0,2626.25,2.0,0.0,3.5,2,4.5,2,TA,8,Typ,2.0,TA,BuiltIn,2000.0,Fin,3.5,820.0,TA,TA,Y,312,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2009,WD,Normal,0,4.536200143148952,0.482256113655283
1864,90,RL,67.0,7976.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5.0,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,Y,SBrkr,1168,1619,0,2626.25,2.0,0.0,3.5,2,4.5,2,TA,8,Typ,2.0,TA,BuiltIn,2000.0,Fin,3.5,820.0,TA,TA,Y,312,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2009,WD,Normal,0,4.538277567036697,0.4858619596824789
1865,20,RL,84.0,10933.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5.0,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1021.0,Unf,0.0,534.0,1555.0,GasA,Ex,Y,SBrkr,1680,0,0,1680.0,1.0,0.0,1.0,1,1.0,1,Ex,8,Typ,1.0,Gd,Attchd,2009.0,Fin,3.0,963.0,TA,TA,Y,185,24,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,New,Partial,0,3.301680598230538,-1.0085692151119723
1866,20,RL,65.0,10816.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5.0,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1104.0,Unf,0.0,616.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,0,1720.0,1.0,0.0,2.0,0,3.0,1,Ex,8,Typ,1.0,Gd,Attchd,2008.0,RFn,3.0,846.0,TA,TA,Y,208,104,0,0,0,0,Ex,MnPrv,Shed,0,11,2009,WD,Normal,0,3.8396452840744977,-0.7723453494253308
1867,20,RL,71.0,9178.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,1.0,Gd,Attchd,2008.0,RFn,3.0,904.0,TA,TA,Y,192,142,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Normal,0,2.814017049497411,-1.7472564510097464
1868,20,RL,77.0,11422.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1359.0,Unf,0.0,479.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,2.0,Gd,Attchd,2007.0,RFn,2.0,524.0,TA,TA,Y,154,180,0,0,0,0,Ex,MnPrv,Shed,0,4,2009,WD,Normal,0,2.51920984156034,-0.4872701873353182
1869,20,RL,64.0,6762.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,0.0,380.0,1282.0,GasA,Ex,Y,SBrkr,1290,0,0,1290.0,1.0,0.0,2.0,0,2.0,1,Gd,6,Typ,1.0,Gd,Attchd,2007.0,RFn,2.0,662.0,TA,TA,Y,168,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2009,WD,Normal,0,1.2074790304346388,-1.5867420936603711
1870,20,RL,95.0,10324.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,Unf,0.0,382.0,1254.0,GasA,Ex,Y,SBrkr,1254,0,0,1254.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,0.0,Gd,Attchd,2008.0,RFn,3.0,810.0,TA,TA,Y,168,92,0,0,0,0,Ex,MnPrv,Shed,0,3,2009,WD,Normal,0,2.18670066244474,-2.071264473349958
1871,20,RL,78.0,11645.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,24.0,Unf,0.0,1474.0,1498.0,GasA,Ex,Y,SBrkr,1498,0,0,1498.0,0.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2005.0,Fin,3.0,844.0,TA,TA,Y,144,98,0,0,0,0,Ex,MnPrv,Shed,0,3,2009,WD,Normal,0,3.0610320746790123,-1.022388627048271
1872,60,RL,79.0,11646.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422.0,0.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,36,28,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,WD,Normal,0,0.7021148258120055,-0.11969427988648877
1873,60,RL,67.0,16698.0,Pave,Grvl,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5.0,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,Unf,0.0,649.0,1449.0,GasA,Gd,Y,SBrkr,944,815,0,1759.0,1.0,0.0,2.0,1,3.0,1,Gd,7,Typ,1.0,TA,Attchd,1992.0,Unf,2.0,525.0,TA,TA,Y,150,180,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Normal,0,2.0665675186102295,0.44569946417178996
1874,20,RL,65.0,9757.0,Pave,Grvl,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7.0,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,66,0,0,0,92,0,Ex,MnPrv,Shed,0,10,2009,WD,Normal,1,-1.7675750553594205,-0.6140856279671439
1875,20,RL,65.0,14753.0,Pave,Grvl,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,950.0,Unf,0.0,513.0,1463.0,GasA,Ex,Y,SBrkr,1463,0,0,1463.0,1.0,0.0,2.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1998.0,Fin,2.0,539.0,TA,TA,Y,0,81,0,0,0,0,Ex,GdPrv,Shed,0,12,2009,WD,Normal,0,1.4176515555753229,-0.8747781894802563
1876,60,RL,70.0,8750.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,606.0,Unf,0.0,322.0,928.0,GasA,Ex,Y,SBrkr,928,844,0,1772.0,1.0,0.0,2.0,1,3.0,1,TA,7,Typ,1.0,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,150,96,0,0,0,0,Ex,MnPrv,Shed,0,4,2009,WD,Normal,0,1.002717470018085,-0.0933994472466989
1877,20,RL,65.0,10739.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1444.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,0,Ex,MnPrv,Shed,0,4,2009,WD,Normal,0,1.460946857047094,-0.978790182038311
1878,20,RL,75.0,11166.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1468.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492.0,0.0,0.0,2.0,0,3.0,1,Gd,6,Typ,1.0,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,114,0,0,168,0,Ex,MnPrv,Shed,0,7,2009,WD,Family,0,1.612145038140058,-0.9201097023570542
1879,20,RL,67.0,16269.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5.0,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,625.0,Unf,0.0,282.0,907.0,GasA,TA,Y,SBrkr,907,0,0,907.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,72,0,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,WD,Normal,1,-1.5136991103717363,-0.3226000852759644
1880,20,RL,76.0,6950.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7.0,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,132.0,914.0,GasA,TA,Y,SBrkr,914,0,0,914.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,Gd,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,10,2009,WD,Normal,1,-1.6838659936949663,-0.8873979350065179
1881,20,RL,90.0,11664.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611.0,1.0,0.0,2.0,0,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2002.0,RFn,3.0,963.0,TA,TA,Y,262,93,0,0,0,0,Ex,MnPrv,Shed,0,9,2009,WD,Normal,0,2.931121282227597,-1.2348568100250092
1882,60,RL,67.0,12334.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184.0,0.0,0.0,2.0,1,4.0,1,Gd,8,Typ,1.0,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Normal,0,2.5299102806098093,0.5766068110524312
1883,60,RL,70.0,8749.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,885,0,1725.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0,48,0,0,0,0,Ex,MnPrv,Shed,0,11,2009,WD,Normal,0,1.0986043693001932,-0.7106524947744451
1884,60,RL,67.0,11250.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,944.0,944.0,GasA,Ex,Y,SBrkr,944,926,0,1870.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,0.0,Gd,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,256,43,0,0,0,0,Ex,MnPrv,Shed,0,5,2009,WD,Normal,0,1.5227601869348737,-0.3968319059525703
1885,20,RL,90.0,15750.0,Pave,Grvl,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513.0,1.0,0.0,2.0,0,2.0,1,Gd,5,Typ,1.0,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Normal,0,1.7447069570698237,-0.8599431742880296
1886,20,RL,67.0,12782.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194,144,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD,Normal,0,2.5234333933384097,-0.278778187616382
1887,20,RL,70.0,8750.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,Unf,0.0,306.0,1417.0,GasA,Ex,Y,SBrkr,1417,0,0,1417.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,60,0,0,0,117,0,Ex,MnPrv,Shed,0,8,2009,WD,Normal,0,1.3493661853955567,-0.6881028601079673
1888,20,RL,85.0,10200.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,Ex,Y,SBrkr,1602,0,0,1602.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,0,48,0,0,195,0,Ex,MnPrv,Shed,0,1,2009,WD,Normal,0,3.0813083075154717,-1.1076166677263828
1889,60,RL,85.0,11069.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,788,0,1396.0,0.0,0.0,2.0,1,3.0,1,Gd,6,Typ,1.0,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,WD,Normal,0,0.4004436141095708,-0.579447136558379
1890,20,RL,80.0,10682.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6.0,1960,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,615.0,1014.0,GasA,TA,Y,SBrkr,1149,0,0,1149.0,1.0,0.0,1.0,0,3.0,1,TA,7,Min1,0.0,Gd,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0,180,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,WD,Normal,1,-1.4129933574661555,0.6526812231011648
1891,180,RM,35.0,3675.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072.0,1.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,Gd,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,Ex,MnPrv,Shed,0,4,2009,WD,Normal,1,-0.997612309438591,-2.1447573328300975
1892,20,RL,64.0,6410.0,Pave,Grvl,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5.0,1959,1959,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,301.0,876.0,GasA,TA,Y,FuseA,876,0,0,876.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,Gd,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,3,2009,WD,Normal,1,-2.6015423210485564,-0.8631942548120382
1893,20,RL,70.0,11767.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.0,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1368.0,1.0,0.0,1.0,0,3.0,1,TA,6,Min1,0.0,Gd,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,Ex,MnPrv,Shed,900,6,2009,WD,Normal,1,-1.6202285109189096,0.5063867858590476
1894,90,RL,65.0,10926.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5.0,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,1678.0,0.0,0.0,2.0,0,4.5,2,TA,10,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,8,2009,WD,Normal,1,-0.33348266472798016,2.37492729529649
